"reference_no","record_type","publication_type","reftitle","pubyr","author1init","author1last","author2init","author2last","otherauthors","editors","refabbr","pubtitle","pubabbr","r_journal","r_booktitle","r_school","publisher","pubcity","pubvol","pubno","firstpage","lastpage","language","doi","ref_type"
45938,"ref","book","Prodrome d'une histoire des végétaux fossiles",1828,"A. T.","Brongniart","","","","",NA,"",NA,NA,NA,NA,NA,NA,"","","","","French","","auth"
40713,"ref","book/book chapter","",1822,"A.","Bronignart","","","","",NA,"Description Geologique de Environs de Paris",NA,NA,NA,NA,NA,NA,"","","1","428","English","","auth"
75209,"ref","journal article","Die Foraminiferengattung Gavelinella nov. gen. und die Systematik der Rotaliiformes",1942,"F.","Brotzen","","","","",NA,"veriges Geologiska Undersökning",NA,NA,NA,NA,NA,NA,"36","8","1","60","English","","auth"
77682,"ref","journal article","Foraminiferen aus dem schwedischen untersten Senon von Eriksdal in Schonen",1936,"F.","Brotzen","","","","",NA,"Arsbok Sveriges Geologiska Undersökning ser",NA,NA,NA,NA,NA,NA,"30","3","1","206","English","","auth,class"
76137,"ref","book chapter","Appendix No. 5: Observations, systematical and geographical, on Professor Christian Smith's collection of plants from the vicinity of the River Congo",1818,"R.","Brown","","","","J. H. Tuckey",NA,"Narrative of an expedition to explore the river Zaire, usually called the Congo, in South Africa, in 1816",NA,NA,NA,NA,NA,NA,"","","420","485","English","https://doi.org/10.5962/bhl.title.15375","auth"
1136,"ref","journal article","A bat and some plants from the upper Oligocene of Oregon",1959,"R. W.","Brown","","","","",NA,"Journal of Paleontology",NA,NA,NA,NA,NA,NA,"33","1","125","129","English","","auth,class"
28325,"ref","journal article","Some paleobotanical problematica",1959,"R. W.","Brown","","","","",NA,"Journal of Paleontology",NA,NA,NA,NA,NA,NA,"33","1","120","124","English","","auth"
83141,"ref","journal article","New species and changes of name in some American fossil floras",1940,"R.W.","Brown","","","","",NA,"Journal of the Washington Academy of Sciences",NA,NA,NA,NA,NA,NA,"30","8","344","356","English","","auth,class"
54731,"ref","book","",1756,"P.","Browne","","","","",NA,"The Civil and Natural History of Jamaica in Three Parts",NA,NA,NA,NA,NA,NA,"","","","","English","","auth,class"
47487,"ref","journal article","Agardhiellopsis cretacea Lemoine dans les calcaires du Crétacé Inférieur de Sirbi-Vladesti (Monts de Mures)",1986,"I. I.","Bucur","A.","Dusa","","",NA,"D. S. Inst. Geol. Geofizica",NA,NA,NA,NA,NA,NA,"70/71","3","155","162","French","","auth,class"
72413,"ref","journal article","Early Cretaceous calcareous algae from central Iran (Taft Formation, south of Aliabad, near Yazd)",2012,"I. I.","Bucur","K.","Rashidi","B. Senowbari-Daryan","",NA,"Facies",NA,NA,NA,NA,NA,NA,"58","","605","636","English","10.1007/s10347-012-0303-7","auth,class"
55865,"ref","journal article","Early Cretaceous en vironments in the Eromanga Basin; palynological evidence from GSQ Wyandra-1 corehole",1988,"D.","Burger","","","","",NA,"Association of Australasian Palaeontologists",NA,NA,NA,NA,NA,NA,"5","","173","186","English","","auth,class"
57667,"ref","journal article","Palynological studies in the Lower Cretaceous of the Surat Basin, Australia - Systematic study os spore and pollen grains",1980,"D.","Burger","","","","",NA,"Bureau of mineral resources, geology and geophysics",NA,NA,NA,NA,NA,NA,"189","","48","68","English","","auth"
76070,"ref","book","Outlines of botany: including a general history of the vegetable kingdom, in which plants are arranged according to the system of natural affinities",1835,"G. T.","Burnett","","","","",NA,"",NA,NA,NA,NA,NA,NA,"","","","","English","","auth"
69092,"ref","journal article","Lower Jurassic beds with bivalves in south Slovenia (Spodnjejurske plasti s školjkami v južni Sloveniji)",1994,"S.","Buser","I.","Debeljak","","",NA,"Geologija (Ljubljana)",NA,NA,NA,NA,NA,NA,"37","","23","62","English","10.5474/geologija.1995.001","class"
82875,"ref","journal article","Bangiomorpha pubescens n. gen., n. sp.: implications for the evolution of sex, multicellularity, and the Mesoproterozoic/Neoproterozoic radiation of eukaryotes",2000,"N. J.","Butterfield","","","","",NA,"Paleobiology",NA,NA,NA,NA,NA,NA,"26","","386","404","English","10.1666/0094-8373(2000)026<0386:BPNGNS>2.0.CO;2","auth,class"
47703,"ref","serial monograph","Paleobiology of the Neoproterozoic Svanbergfjellet Formation, Spitsbergen",1994,"N. J.","Butterfield","A. H.","Knoll","K. Swett","",NA,"Fossils & Strata",NA,NA,NA,NA,NA,NA,"","34","","","English","","class"
69414,"ref","book","Atlas Triasovoj fauny i fory Severo-Vostoka SSSR [Atlas of Triassic fauna and flora from North-East USSR]",1976,"Yu. M.","Bychkov","A. S.","Dagys","A. F. Efimova, I. V. Polubotko","",NA,"",NA,NA,NA,NA,NA,NA,"","","1","267","Russian","","class"
74492,"ref","book chapter","The biology of the Protozoa",1933,"G. N.","Calkins","","","","",NA," Lea and Febiger",NA,NA,NA,NA,NA,NA,"2","","623","","English","","auth"
32492,"ref","journal article","Some Late Permian radiolarians from pelitic rocks of the Tatsuno Formation (Hyogo Prefecture), southwest Japan",1986,"M.","Caridroit","P.","De Wever","","",NA,"Marine Micropaleontology",NA,NA,NA,NA,NA,NA,"11","","55","90","English","","auth,class"
86131,"ref","M.S. thesis","Sistemática y paleoecología de Foraminifera (Protista) y Ostracoda (Crustacea) del Cretácico Superior-Paleoceno de Argentina en ambientes marino transicionales y continentales",2012,"A. P.","Carignano","","","","",NA,"",NA,NA,NA,NA,NA,NA,"","","1","260","Spanish","","auth,class"
55631,"ref","journal article","Proteaceae leaf fossils from the Oligo–Miocene of New Zealand: new species and evidence of biome and trait conservatism",2012,"R. J.","Carpenter","J. M.","Bannister","D. E. Lee, G. J. Jordan","",NA,"Australian Systematic Botany",NA,NA,NA,NA,NA,NA,"25","6","375","389","English","10.1071/SB12018","auth,class"
54762,"ref","journal article","Near-tropical Early Eocene terrestrial temperatures at the Australo-Antarctic margin, western Tasmania",2012,"R. J.","Carpenter","G. J.","Jordan","M. K. Macphail, R. S. Hill","",NA,"Geology",NA,NA,NA,NA,NA,NA,"40","3","267","270","English","10.1130/G32584.1","auth,class"
63094,"ref","journal article","Solenoporacean red algae from lower Danian (Paleogene) coral reefs of northern Patagonia, La Pampa, Argentina",2016,"M. G.","Carrera","S.","Casadío","","",NA,"Ameghiniana",NA,NA,NA,NA,NA,NA,"53","5","623","628","English","10.5710/AMGH.10.02.2016.2956","class"
32270,"ref","serial monograph","Biochronology and paleontology of uppermost Triassic (Rhaetian) radiolarians, Queen Charlotte Islands, British Columbia, Canada",1993,"E.","Carter","","","","",NA,"Memoires de Geologie",NA,NA,NA,NA,NA,NA,"11","","1","175","English","","auth,class"
8989,"ref","serial monograph","Biochronology and paleontology of Lower Jurassic (Hettangian and Sinemurian) radiolarians, Queen Charlotte Islands, British Columbia",1998,"E. S.","Carter","P. A.","Whalen","J. Guex","",NA,"Geological Survey of Canada Bulletin",NA,NA,NA,NA,NA,NA,"","496","1","162","English","","auth,class"
23824,"ref","serial monograph","Lower and Middle Jurassic radiolarian biostratigraphy and systematic paleontology, Queen Charlotte Islands, British Columbia",1988,"E.S.","Carter","B.E.B.","Cameron","P.L. Smith","",NA,"Geological Survey of Canada, Bulletin",NA,NA,NA,NA,NA,NA,"386","","1","109","English","","auth,class"
75360,"ref","book chapter","Membrane heredity, symbiogenesis, and the multiple origins of algae",1995,"T.","Cavalier-Smith","","","","R. Arai, M. Kato, Y. Doi",NA,"Biodiversity and evolution",NA,NA,NA,NA,NA,NA,"","","75","114","English","","class"
83052,"ref","journal article","A stem group Codium alga from the latest Ediacaran of South China provides taxonomic insight into the early diversification of the plant kingdom",2022,"S.","Chai","C.","Aria","H. Hua","",NA,"BMC Biology",NA,NA,NA,NA,NA,NA,"20","199","","","English","10.1186/s12915-022-01394-0","auth,class"
6528,"ref","book/book chapter","",1961,"M. E. J.","Chandler","","","","",NA,"The Lower Tertiary Floras of Southern England. I. Palaeocene Floras. London Clay Flora (Supplement)",NA,NA,NA,NA,NA,NA,"","","1","354","English","","auth"
6706,"ref","book/book chapter","The Lower Tertiary Floras of Southern England. II. Flora of the Pipe-Clay Series of Dorset (Lower Bagshot)",1962,"M. E. J.","Chandler","","","","",NA,"British Museum (Natural History) London",NA,NA,NA,NA,NA,NA,"","","1","176","English","","auth"
6818,"ref","book","",1963,"M. E. J.","Chandler","","","","",NA,"The Lower Tertiary Floras of Southern England. III. Flora of the Bournemouth Beds, The Boscombe, and the Highcliff Sands",NA,NA,NA,NA,NA,NA,"","","1","169","English","","auth,class"
72388,"ref","journal article","Supplement to the Lower Tertiary floras of Southern England Part 5",1978,"M. E. J.","Chandler","","","","",NA,"Tertiary Research Special Paper",NA,NA,NA,NA,NA,NA,"4","","1","47","English","","auth,class"
77950,"ref","serial monograph","Fruiting organs from the Morrison Formation of Utah, U.S.A.",1966,"M. E. J.","Chandler","","","","",NA,"Bulletin of the British Museum (Natural History), Geology",NA,NA,NA,NA,NA,NA,"12","4","139","171","English","","auth,class"
10772,"ref","journal article","The filicales from the Lower Gondwanas of Handappa.",1983,"S.","Chandra","J.F.","Rigby","","",NA,"The Palaeobotanist",NA,NA,NA,NA,NA,NA,"31","","143","147","","","auth,class"
10795,"ref","journal article","Some scale leaves and sporangia from the Raniganj Coalfield,India.",1977,"S.","Chandra","K. R.","Surange","","",NA,"The Palaeobotanist",NA,NA,NA,NA,NA,NA,"24","","245","253","","","auth,class"
83865,"ref","serial monograph","A Catalogue of Fossil Plants from India Part 2: Palaeozoic and Mesozoic Megafossils",1991,"S.","Chandra","R.","Tewari","","",NA,"",NA,NA,NA,NA,NA,NA,"","","1","81","English","","auth,class"
68861,"ref","journal article","On Rhaetic Foraminifera from Wedmore, in Somerset",1895,"F.","Chapman","","","","",NA,"Annals and Magazine of Natural History, series 6",NA,NA,NA,NA,NA,NA,"16","44","305","329","English","","auth,class"
71639,"ref","journal article","A Dicroidium flora from the Triassic of Allan Hills, South Victoria Land, Transantarctic Mountains, Antarctica",2013,"S.","Chatterjee","R.","Tewari","D. Agnihotri","",NA,"Alcheringa",NA,NA,NA,NA,NA,NA,"37","2","209","221","English","10.1080/03115518.2013.736799","auth,class"
83577,"ref","serial monograph","A Catalogue of Fossil Plants from India Part 6: Cenozoic (Quaternary) Palynology and Palaeobotany",1991,"M. S.","Chauhan","","","","",NA,"",NA,NA,NA,NA,NA,NA,"","","1","50","English","","auth,class"
67745,"ref","journal article","Middle Miocene carbonate facies with rhodoliths from the NW\r\nTransylvanian Basin (Vălenii Șomcutei Cave, Romania)",2019,"R.","Chelaru","E.","Săsăran","T. Tămaș, R. Bălc, I. I. Bucur, G. Pleș","",NA,"Facies",NA,NA,NA,NA,NA,NA,"65","4","","","English","10.1007/s10347-018-0546-z","auth,class"
64754,"ref","journal article","A Late Carboniferous algal mound from the Tarim Basin, NW China: internal structure and palaeoecology",2012,"Z.-Q.","Chen","","","","",NA,"Geological Journal",NA,NA,NA,NA,NA,NA,"47","","477","494","English","10.1002/gj.2438","class"
69746,"ref","journal article","Harrisostrobus Intertrappea Gen. Et Sp. Nov. A Petrified Gymnospermous Cone From The Deccan Intertrappean Beds of India\r\n",1973,"S. D.","Chitaley","M. T.","Sheikh","","",NA,"Paleontographics\r\n",NA,NA,NA,NA,NA,NA,"","","25","30","English","","auth,class"
33454,"ref","journal article","On some Middle Permian fossils from the Shirahone Limestone, Nagano Prefecture, Japan",1970,"D. R.","Choi","T.","Fujita","","",NA,"Journal of the Faculty of Science, Hokkaido University, Series 4, Geology and Mineralogy",NA,NA,NA,NA,NA,NA,"14","","365","382","English","","auth"
1198,"ref","journal article","Fossil floras of the Smoky Tower locality, Alberta, Canada",1976,"D. C.","Christophel","","","","",NA,"Palaeontographica Abteilung B",NA,NA,NA,NA,NA,NA,"157","01-Apr","1","43","","","auth"
54802,"ref","book chapter","The early Tertiary macrofloras of continental Australia",1994,"D. C.","Christophel","","","","",NA,"History of the Australian Vegetation. Cretaceous to Recent",NA,NA,NA,NA,NA,NA,"","","","","English","","auth"
54561,"ref","journal article","A megafossil flora from the Eocene of Golden Grove South Australia",1987,"D. C.","Christophel","D. R.","Greenwood","","",NA,"Transactions of the Royal Society of South Australia",NA,NA,NA,NA,NA,NA,"111","3","155","162","English","","auth,class"
87420,"ref","journal article","A palynological biozonation for the Maastrichtian Stage (Upper Cretaceous) of South Carolina, USA",2002,"R. A.","Christopher","D. C.","Prowell","","",NA,"Cretaceous Research",NA,NA,NA,NA,NA,NA,"23","","639","669","English","10.1006/cres.2002.1029","auth,class"
87542,"ref","journal article","A palynological biozonation for the uppermost Santonian and Campanian Stages (Upper Cretaceous) of South Carolina, USA",2010,"R. A.","Christopher","D. C.","Prowell","","",NA,"Cretaceous Research",NA,NA,NA,NA,NA,NA,"31","2","101","129","English","https://doi.org/10.1016/j.cretres.2009.09.004","auth,class"
81261,"ref","journal article","Some new sporomorphs from the Upper Tertiary of Nigeria",1968,"R.T.","Clarke","","","","",NA,"Grana Palynologica",NA,NA,NA,NA,NA,NA,"8","1","210","224","English","","auth"
73652,"ref","journal article","Synopsis of the Naviculoid Diatoms, Part I",1894,"P.T.","Cleve","","","","",NA,"Kongliga Svenska-Vetenskaps Akademiens Handlingar",NA,NA,NA,NA,NA,NA,"26","2","1","194, 5 pls","English","","auth"
73653,"ref","journal article","On Diatoms from the Arctic Sea",1873,"P.T.","Cleve","","","","",NA,"Bihang till Kongliga Svenska Vetenskaps-Akademiens Handlingar",NA,NA,NA,NA,NA,NA,"1","13","1","28","English","","auth"
5023,"ref","journal article","Some Old World types of insects in the Miocene of Colorado",1907,"T. D. A.","Cockerell","","","","",NA,"Science",NA,NA,NA,NA,NA,NA,"26","666","446","447","English","","auth"
85253,"ref","journal article","New and interesting Surirella taxa (Surirellaceae, Bacillariophyta) from the Congo Basin (DR Congo)",2015,"C.","Cocquyt","J. C.","Taylor","","",NA,"European Journal of Taxonomy",NA,NA,NA,NA,NA,NA,"133","","1","15","English","10.5852/ejt.2015.133","auth,class"
80773,"ref","serial monograph","Étude sur les florès tertiaires de quelques gisements de lignite de l'Indochine et du Yunnan [Study on the Tertiary flora of some lignite deposits in Indochina and Yunnan]",1920,"M.","Colani","","","","",NA,"Bulletin du service geologique de l'Indochine [Bulletin of the Geological Service of Indochina]",NA,NA,NA,NA,NA,NA,"8","","1","524","French","10.5962/bhl.title.113040","auth,class"
7869,"ref","journal article","Larger Foraminifera of Late Eocene Age From Eua, Tonga",1970,"W. S.","Cole","","","","",NA,"US Geological Survey Professional Paper",NA,NA,NA,NA,NA,NA,"640","B","1","15","English","","class"
45274,"ref","serial monograph","Fossil Fruits and Seeds of the Middle Eocene Messel biota, Germany",2012,"M. E.","Collinson","S. R.","Manchester","V. Wilde","",NA,"Abhandlungen der Senckenbergischen Gesellschaft Naturforschenden",NA,NA,NA,NA,NA,NA,"570","","1","249","English","","auth,class"
55227,"ref","journal article","Earliest orchid macrofossils: early Miocene Dendrobium and Earina (Orchidaceae: Epidendroideae) from New Zealand",2009,"J. G.","Conran","J. M.","Bannister","D. E. Lee","",NA,"American Journal of Botany",NA,NA,NA,NA,NA,NA,"","96","466","474","English","10.3732/ajb.0800269","auth,class"
55231,"ref","journal article","Conran, J. G., Bannister, J. M. and Lee, D. E. 2013. Fruits and leaves with cuticle of Laurelia otagoensis sp. nov. (Atherospermataceae) from the early Miocene of Otago (New Zealand). Alcheringa: DOI:10.1080/03115518.2013.798765",2013,"J. G.","Conran","J. M.","Bannister","D. E. Lee","",NA,"Alcheringa",NA,NA,NA,NA,NA,NA,"","37","1","14","English","10.1080/03115518.2013.798765","auth,class"
55232,"ref","journal article","Leaf fossils of Luzuriaga and a monocot flower with in situ pollen of Liliacidites contortus Mildenh. & Bannister sp. nov. (Alstroemeriaceae) from the early Miocene",2014,"J. G.","Conran","J. M.","Bannister","D. C. Mildenhall, D. E. Lee, J. Chacón, S. S. Renner","",NA,"American Journal of Botany",NA,NA,NA,NA,NA,NA,"","101","141","155","English","10.3732/ajb.1300351","auth,class"
54758,"ref","journal article","Early Eocene Ripogonum (Liliales: Ripogonaceae) leaf macrofossils from southern Australia",2009,"J. G.","Conran","R. J.","Carpenter","G. J. Jordan","",NA,"Australian Systematic Botany",NA,NA,NA,NA,NA,NA,"22","3","219","228","English","10.1071/SB08050","auth,class"
57001,"ref","journal article","More soft-bodied animals and algae from the Middle Cambrian of Utah and British Columbia",1988,"S.","Conway Morris","R. A.","Robison","","",NA,"University of Kansas Paleontological Contributions",NA,NA,NA,NA,NA,NA,"122","","1","48","English","","auth,class"
